family,file,line,cls,why,destination,check,condition,span,deferred
diffuse-replay,_diffuse_replay_validation.py,133,InputValidation,type()/isinstance() check,keep in place (ordinary type/format validation),compilation artifact metadata is malformed,"not isinstance(metadata, dict)",2,
diffuse-replay,_diffuse_replay_validation.py,145,Delete/identity,recomputes a value and compares to a stored field,delete (interior identity cross-check),compilation artifact is not the owned boundary artifact,artifact_body.get('artifact_id') != expected_artifact_id or artifact_body.get('kind') != f'longmemeval-diffuse-{arm.compilation.boundary_mode}' or metadata.get(,7,
diffuse-replay,_diffuse_replay_validation.py,156,InputValidation,type()/isinstance() check,keep in place (ordinary type/format validation),compilation source receipt is malformed,"not isinstance(source_body, dict)",2,
diffuse-replay,_diffuse_replay_validation.py,163,Test,equality of two derived values,move to pytest over the pure transformation,compilation source identity or zero-state claim changed,_jsonable(source.identity_payload()) != source_body or source.returned_signal_transformer_state_bytes != 0,5,
diffuse-replay,_diffuse_replay_validation.py,194,Delete/identity,recomputes a value and compares to a stored field,delete (interior identity cross-check),compilation receipt is not authoritative for its arm,body.get('format') != DIFFUSE_COMPILATION_FORMAT or body.get('compilation_policy_sha256') != arm.compilation.policy_sha256 or body.get('final_snapshot_sha256') ,9,
diffuse-replay,_diffuse_replay_validation.py,241,Test,membership in a literal set (enum),move to pytest over the pure transformation,representative expansion is not an owned plan,"_jsonable(plan.identity_payload()) != body or any((item.status not in {'ok', 'lookup_error', 'identity_error'} for item in scans)) or any((item.source_id not in",25,
diffuse-replay,_diffuse_replay_validation.py,265,InputValidation,type()/isinstance() check,keep in place (ordinary type/format validation),runtime binding has malformed controls,"not all((isinstance(item, dict) for item in (router, preflight, qwen, representative, factories)))",5,
diffuse-replay,_diffuse_replay_validation.py,280,InputValidation,type()/isinstance() check,keep in place (ordinary type/format validation),runtime Qwen surprise controls are malformed,"not isinstance(surprise, dict)",2,
diffuse-replay,_diffuse_replay_validation.py,307,InputValidation,type()/isinstance() check,keep in place (ordinary type/format validation),runtime factory identity schema changed,"any((not isinstance(value, dict) or set(value) != {'callable', 'python_code_sha256'} for value in factories.values()))",6,
diffuse-replay,_diffuse_replay_validation.py,335,Behavioral,presence of a parent link (structural),KEEP in-path (recall guard: monotonic nesting),runtime binding is not the authoritative resident policy,runtime.get('runtime_binding_certified') is not True or runtime.get('residency_mode') != 'resident_bge_qwen' or runtime.get('retrieval_policy_sha256') != receip,20,
diffuse-replay,_diffuse_replay_validation.py,359,Delete/identity,compares stored digest fields,delete (interior identity cross-check),matched runtime is not bound to resident execution,matched.get('runtime_binding_sha256') != receipt.runtime_binding.identity_sha256 or matched.get('runtime_binding_certified') is not True or matched.get('matched,12,
diffuse-replay,_diffuse_replay_validation.py,387,Delete/identity,recomputes a digest and compares to a stored one,delete (interior identity cross-check),matched probe self identity changed,"identity_sha256({key: value for key, value in probe.items() if key != 'receipt_sha256'}) != probe.get('receipt_sha256')",4,
diffuse-replay,_diffuse_replay_validation.py,421,InputValidation,presence test (no comparison),keep in place (ordinary type/format validation),matched probe changed  {},changed,2,
diffuse-replay,_diffuse_replay_validation.py,425,Delete/identity,recomputes a digest and compares to a stored one,delete (interior identity cross-check),matched probe changed question_id,identity_sha256({'question_id': probe.get('question_id')}) != first.question_id_sha256,4,
diffuse-replay,_diffuse_replay_validation.py,457,Delete/identity,compares stored digest fields,delete (interior identity cross-check),matched arms changed a probe coordinate,row.question_id_sha256 != first.question_id_sha256 or row.question_probe_sha256 != first.question_probe_sha256 or row.matched_source_scope_identity_sha256 != fi,29,
diffuse-replay,_diffuse_replay_validation.py,479,Delete/identity,recomputes a digest and compares to a stored one,delete (interior identity cross-check),provider/frozen aggregate differs from query manifest,identity_sha256(frozen_receipts) != receipt.query_manifest.frozen_receipts_sha256 or provider.get('ordered_frozen_receipts_sha256') != receipt.query_manifest.fr,12,
diffuse-replay,_diffuse_replay_validation.py,505,Test,equality of two derived values,move to pytest over the pure transformation,matched phase body is not authoritative,_jsonable(typed_phase.identity_payload()) != matched_phase,2,
diffuse-replay,_diffuse_replay_validation.py,523,Test,equality of two derived values,move to pytest over the pure transformation,matched runtime body is not authoritative,_jsonable(typed_runtime.identity_payload()) != matched_runtime,2,
diffuse-replay,_diffuse_replay_validation.py,561,Delete/identity,recomputes a digest and compares to a stored one,delete (interior identity cross-check),matched phase suite differs from top-level arms/base,"tuple(matched_phase.get('pipeline_modes', ())) != _MODES or tuple(matched_phase.get('pipeline_arm_sha256s', ())) != tuple((item.arm_sha256 for item in arms)) or",31,
diffuse-replay,_diffuse_replay_validation.py,564,Test,len() arity comparison,move to pytest over the pure transformation,matched runtime preflight count changed,len(preflights) != len(receipt.arms),2,
diffuse-replay,_diffuse_replay_validation.py,643,Delete/identity,recomputes a value and compares to a stored field,delete (interior identity cross-check),arm phase/runtime/policy lineage changed,phase.get('format') != DIFFUSE_ANALYSIS_PHASE_FORMAT or phase.get('sample_id') != matched_phase.get('sample_id') or phase.get('deterministic_ingest_format') != ,37,
diffuse-replay,_diffuse_replay_validation.py,649,Operational,raised from an except handler,keep in place (OS / TOCTOU / precondition),analysis query body is not authoritative,,1,
diffuse-replay,_diffuse_replay_validation.py,651,InputValidation,message: type/format validation,keep in place (ordinary type/format validation),analysis query identity schema changed,authoritative.identity_payload() != analysis,2,
diffuse-replay,_diffuse_replay_validation.py,675,InputValidation,type()/isinstance() check,keep in place (ordinary type/format validation),source scope candidate schema changed,"any((not isinstance(item, dict) or set(item) != {'source_id', 'score', 'route'} for item in scope['candidates']))",6,
diffuse-replay,_diffuse_replay_validation.py,733,Delete/identity,recomputes a digest and compares to a stored one,delete (interior identity cross-check),analysis/expansion exhaustiveness lineage changed,analysis['corpus_sha256'] != receipt.base_manifest.corpus_sha256 or analysis['question_probe_sha256'] != query.question_probe_sha256 or analysis['analysis_arm_s,50,
diffuse-replay,_diffuse_replay_validation.py,736,Test,len() arity comparison,move to pytest over the pure transformation,matched probe count changed,len(probes) != receipt.query_manifest.query_count,2,
diffuse-replay,diffuse_longmemeval_analysis.py,148,InputValidation,presence test (no comparison),keep in place (ordinary type/format validation),{}  must be callable,not callable(value),2,
diffuse-replay,diffuse_longmemeval_analysis.py,153,InputValidation,presence test (no comparison),keep in place (ordinary type/format validation),{} .analysis_identity_payload must be callable,not callable(declared_method),4,
diffuse-replay,diffuse_longmemeval_analysis.py,158,InputValidation,type()/isinstance() check,keep in place (ordinary type/format validation),{} .analysis_identity_payload must return a mapping,"not isinstance(raw_declared, Mapping)",4,
diffuse-replay,diffuse_longmemeval_analysis.py,174,InputValidation,compares against a frozen module constant,keep in place (ordinary type/format validation),{}  must own its v2 identity marker directly,direct_marker is not _OPERATIONAL_PROVIDER_IDENTITY_V2_MARKER,2,
diffuse-replay,diffuse_longmemeval_analysis.py,176,InputValidation,message: type/format validation,keep in place (ordinary type/format validation),{}  v2 identity requires a declaration,declared is None,2,
diffuse-replay,diffuse_longmemeval_analysis.py,179,InputValidation,message: type/format validation,keep in place (ordinary type/format validation),{}  has an unsupported identity version marker,marker is not missing_marker,2,
diffuse-replay,diffuse_longmemeval_analysis.py,231,InputValidation,type()/isinstance() check,keep in place (ordinary type/format validation),representative policy factory must return EpisodeRepresentativeRetrievalPolicy,"not isinstance(policy, EpisodeRepresentativeRetrievalPolicy)",5,
diffuse-replay,diffuse_longmemeval_analysis.py,261,InputValidation,message: type/format validation,keep in place (ordinary type/format validation),arm_id must equal the declared compilation boundary_mode,self.arm_id != self.compilation.boundary_mode,4,
diffuse-replay,diffuse_longmemeval_analysis.py,265,InputValidation,message: type/format validation,keep in place (ordinary type/format validation),analysis episode policy must be artifact-agnostic,self.episode.artifact_id is not None,4,
diffuse-replay,diffuse_longmemeval_analysis.py,269,InputValidation,type()/isinstance() check,keep in place (ordinary type/format validation),require_owned_representative_runtime must be boolean,type(self.require_owned_representative_runtime) is not bool,4,
diffuse-replay,diffuse_longmemeval_analysis.py,276,Test,message: ownership,move to pytest over the pure transformation,qwen_head analysis requires an owned representative runtime,self.compilation.boundary_mode == 'qwen_head' and (not self.require_owned_representative_runtime),7,
diffuse-replay,diffuse_longmemeval_analysis.py,343,Test,len() arity comparison,move to pytest over the pure transformation,matched boundary arms changed a shared control,len({item.matched_controls_sha256 for item in arms}) != 1,2,
diffuse-replay,diffuse_longmemeval_analysis.py,381,InputValidation,compares against a frozen module constant,keep in place (ordinary type/format validation),unsupported diffuse analysis query format,self.format != DIFFUSE_ANALYSIS_QUERY_FORMAT,2,
diffuse-replay,diffuse_longmemeval_analysis.py,405,InputValidation,presence test (no comparison),keep in place (ordinary type/format validation),representative call-time identities must be all present or absent,any(present) and (not all(present)),4,
diffuse-replay,diffuse_longmemeval_analysis.py,413,InputValidation,presence test (no comparison),keep in place (ordinary type/format validation),artifact_id must be non-empty,not self.artifact_id.strip(),2,
diffuse-replay,diffuse_longmemeval_analysis.py,426,Delete/identity,compares stored digest fields,delete (interior identity cross-check),query receipt belongs to another question,self.receipt.question_probe_sha256 != self.probe.probe_sha256,2,
diffuse-replay,diffuse_longmemeval_analysis.py,430,Delete/identity,compares stored digest fields,delete (interior identity cross-check),query receipt does not bind legacy inputs,self.receipt.legacy_input_receipt_sha256 != self.legacy_inputs.receipt.receipt_sha256,4,
diffuse-replay,diffuse_longmemeval_analysis.py,434,Delete/identity,compares stored digest fields,delete (interior identity cross-check),query receipt does not bind diffuse retrieval,self.receipt.diffuse_query_receipt_sha256 != self.retrieval.receipt.receipt_sha256,4,
diffuse-replay,diffuse_longmemeval_analysis.py,436,Delete/identity,cross-check between two stored payloads,delete (interior identity cross-check),legacy inputs belong to another artifact,self.legacy_inputs.receipt.artifact_id != self.receipt.artifact_id,2,
diffuse-replay,diffuse_longmemeval_analysis.py,440,Delete/identity,compares stored digest fields,delete (interior identity cross-check),legacy inputs belong to another retrieval query,self.legacy_inputs.receipt.query_sha256 != self.retrieval.receipt.retrieval_query_sha256,4,
diffuse-replay,diffuse_longmemeval_analysis.py,450,Delete/identity,compares stored digest fields,delete (interior identity cross-check),diffuse retrieval changed the exact legacy anchors,exact_retrieval_anchor_sha256 != self.retrieval.receipt.anchor_sequence_sha256,4,
diffuse-replay,diffuse_longmemeval_analysis.py,454,Delete/identity,cross-check between two stored payloads,delete (interior identity cross-check),diffuse retrieval changed legacy anchor coordinates,self.legacy_inputs.receipt.anchor_chunk_ids != self.retrieval.receipt.input_anchor_chunk_ids,4,
diffuse-replay,diffuse_longmemeval_analysis.py,456,Delete/identity,cross-check between two stored payloads,delete (interior identity cross-check),query receipt belongs to another artifact,self.receipt.artifact_id != self.retrieval.receipt.artifact_id,2,
diffuse-replay,diffuse_longmemeval_analysis.py,458,Delete/identity,compares stored digest fields,delete (interior identity cross-check),query receipt belongs to another snapshot,self.receipt.snapshot_sha256 != self.retrieval.receipt.snapshot_sha256,2,
diffuse-replay,diffuse_longmemeval_analysis.py,462,Behavioral,presence of a parent link (structural),KEEP in-path (recall guard: monotonic nesting),absent representative retrieval cannot carry runtime identities,self.receipt.representative_linker_identity_sha256 is not None,4,
diffuse-replay,diffuse_longmemeval_analysis.py,470,Behavioral,presence of a parent link (structural),KEEP in-path (recall guard: monotonic nesting),source-scope inputs were not used by representative retrieval,self.legacy_inputs.receipt.source_candidate_scope_receipt_sha256 is not None,8,
diffuse-replay,diffuse_longmemeval_analysis.py,477,Delete/identity,compares stored digest fields,delete (interior identity cross-check),query receipt does not bind the representative linker,self.receipt.representative_linker_identity_sha256 != representative.linker_identity_sha256,6,
diffuse-replay,diffuse_longmemeval_analysis.py,483,Delete/identity,compares stored digest fields,delete (interior identity cross-check),query receipt does not bind the representative policy,self.receipt.representative_policy_sha256 != representative.policy_sha256,6,
diffuse-replay,diffuse_longmemeval_analysis.py,491,Delete/identity,compares stored digest fields,delete (interior identity cross-check),representative retrieval changed the exact source scope,self.legacy_inputs.receipt.source_candidate_scope_receipt_sha256 != representative.source_scope_receipt_sha256,8,
diffuse-replay,diffuse_longmemeval_analysis.py,512,InputValidation,compares against a frozen module constant,keep in place (ordinary type/format validation),unsupported diffuse retrieval phase format,self.format != DIFFUSE_ANALYSIS_PHASE_FORMAT,2,
diffuse-replay,diffuse_longmemeval_analysis.py,516,InputValidation,presence test (no comparison),keep in place (ordinary type/format validation),sample_id must be non-empty,not str(self.sample_id).strip(),2,
diffuse-replay,diffuse_longmemeval_analysis.py,519,InputValidation,presence test (no comparison),keep in place (ordinary type/format validation),deterministic turn IDs must be non-empty,not turn_ids or any((not value for value in turn_ids)),2,
diffuse-replay,diffuse_longmemeval_analysis.py,521,Test,len() arity comparison,move to pytest over the pure transformation,deterministic turn IDs must be unique,len(set(turn_ids)) != len(turn_ids),2,
diffuse-replay,diffuse_longmemeval_analysis.py,524,InputValidation,presence test (no comparison),keep in place (ordinary type/format validation),retrieval phase requires at least one question,not questions,2,
diffuse-replay,diffuse_longmemeval_analysis.py,526,Test,len() arity comparison,move to pytest over the pure transformation,retrieval phase question IDs must be unique,len({item.probe.question_id for item in questions}) != len(questions),2,
diffuse-replay,diffuse_longmemeval_analysis.py,530,Delete/identity,compares stored digest fields,delete (interior identity cross-check),compilation receipt policy identity changed,self.compilation.artifact.policy_sha256 != self.compilation.policy_sha256,4,
diffuse-replay,diffuse_longmemeval_analysis.py,534,Delete/identity,recomputes a value and compares to a stored field,delete (interior identity cross-check),compilation receipt belongs to another boundary arm,self.compilation.artifact.metadata.get('boundary_policy_id') != self.arm.compilation.boundary_mode,4,
diffuse-replay,diffuse_longmemeval_analysis.py,537,InputValidation,presence test (no comparison),keep in place (ordinary type/format validation),qwen_head phase lacks the owned representative requirement,not self.arm.require_owned_representative_runtime,4,
diffuse-replay,diffuse_longmemeval_analysis.py,542,Delete/receipt,message: receipt/certification bookkeeping,delete (receipt/certification bookkeeping),qwen_head source signal has no zero-state attestation,source.returned_signal_transformer_state_bytes != 0,4,
diffuse-replay,diffuse_longmemeval_analysis.py,549,Behavioral,presence of a parent link (structural),KEEP in-path (recall guard: monotonic nesting),qwen_head content source lacks a Qwen signal receipt,source.content_chunks > 0 and source.surprise_signal_receipt_sha256 is None,7,
diffuse-replay,diffuse_longmemeval_analysis.py,554,Delete/identity,compares stored digest fields,delete (interior identity cross-check),query receipt belongs to another corpus,item.receipt.corpus_sha256 != self.corpus_sha256,2,
diffuse-replay,diffuse_longmemeval_analysis.py,556,Delete/identity,compares stored digest fields,delete (interior identity cross-check),query receipt belongs to another arm,item.receipt.analysis_arm_sha256 != self.arm.arm_sha256,2,
diffuse-replay,diffuse_longmemeval_analysis.py,560,Delete/identity,compares stored digest fields,delete (interior identity cross-check),query receipt changed a matched control,item.receipt.matched_controls_sha256 != self.arm.matched_controls_sha256,4,
diffuse-replay,diffuse_longmemeval_analysis.py,564,Delete/identity,compares stored digest fields,delete (interior identity cross-check),query receipt changed the evaluation policy,item.receipt.evaluation_policy_sha256 != self.evaluation_policy_sha256,4,
diffuse-replay,diffuse_longmemeval_analysis.py,568,Delete/identity,compares stored digest fields,delete (interior identity cross-check),query receipt belongs to another compilation,item.receipt.compilation_receipt_sha256 != self.compilation.receipt_sha256,4,
diffuse-replay,diffuse_longmemeval_analysis.py,570,Delete/identity,cross-check between two stored payloads,delete (interior identity cross-check),query receipt belongs to another artifact,item.receipt.artifact_id != self.compilation.artifact.artifact_id,2,
diffuse-replay,diffuse_longmemeval_analysis.py,574,Delete/identity,compares stored digest fields,delete (interior identity cross-check),query receipt belongs to another snapshot,item.receipt.snapshot_sha256 != self.compilation.final_snapshot.snapshot_sha256,4,
diffuse-replay,diffuse_longmemeval_analysis.py,578,Test,equality of two derived values,move to pytest over the pure transformation,qwen_head query lacks representative retrieval,representative is None,4,
diffuse-replay,diffuse_longmemeval_analysis.py,582,InputValidation,presence test (no comparison),keep in place (ordinary type/format validation),qwen_head representative runtime is not owned,not representative.runtime_binding_certified,4,
diffuse-replay,diffuse_longmemeval_analysis.py,586,Test,equality of two derived values,move to pytest over the pure transformation,qwen_head representative plan retained transformer state,representative.returned_plan_transformer_state_bytes != 0,4,
diffuse-replay,diffuse_longmemeval_analysis.py,596,Test,boolean policy-flag check,move to pytest over the pure transformation,qwen_head query receipt lacks owned zero-state retrieval,item.retrieval.receipt.representative_runtime_binding_certified is not True or item.retrieval.receipt.representative_returned_plan_transformer_state_bytes != 0,10,
diffuse-replay,diffuse_longmemeval_analysis.py,638,Delete/identity,cross-check between two stored payloads,delete (interior identity cross-check),metrics belong to another question,self.metrics.question_id != self.gold_blind.probe.question_id,2,
diffuse-replay,diffuse_longmemeval_analysis.py,642,Delete/identity,compares stored digest fields,delete (interior identity cross-check),metrics belong to another diffuse retrieval,self.metrics.retrieval_receipt_sha256 != self.gold_blind.retrieval.receipt.receipt_sha256,4,
diffuse-replay,diffuse_longmemeval_analysis.py,668,InputValidation,compares against a frozen module constant,keep in place (ordinary type/format validation),unsupported diffuse analysis format,self.format != DIFFUSE_ANALYSIS_FORMAT,2,
diffuse-replay,diffuse_longmemeval_analysis.py,673,Test,equality of two derived values,move to pytest over the pure transformation,measurements do not cover the frozen phase exactly,tuple((item.gold_blind for item in questions)) != self.retrieval_phase.questions,4,
diffuse-replay,diffuse_longmemeval_analysis.py,710,InputValidation,type()/isinstance() check,keep in place (ordinary type/format validation),diffuse analysis requires a MemoryCondenser,"not isinstance(condenser, MemoryCondenser)",2,
diffuse-replay,diffuse_longmemeval_analysis.py,714,InputValidation,message: type/format validation,keep in place (ordinary type/format validation),diffuse analysis requires an explicit prompt cap,config.max_prompt_tokens is None,2,
diffuse-replay,diffuse_longmemeval_analysis.py,718,InputValidation,message: type/format validation,keep in place (ordinary type/format validation),representative linker and policy factory must be supplied together,(representative_linker is None) != (representative_policy_factory is None),6,
diffuse-replay,diffuse_longmemeval_analysis.py,724,InputValidation,message: type/format validation,keep in place (ordinary type/format validation),_packet_retriever_guard must be callable,_packet_retriever_guard is not None and (not callable(_packet_retriever_guard)),4,
diffuse-replay,diffuse_longmemeval_analysis.py,760,Delete/identity,recomputes a digest and compares to a stored one,delete (interior identity cross-check),legacy input provider identity changed during retrieval,"_callable_implementation_sha256(legacy_input_provider, 'legacy_input_provider') != provider_identity_sha256",7,
diffuse-replay,diffuse_longmemeval_analysis.py,773,InputValidation,message: type/format validation,keep in place (ordinary type/format validation),independent source candidates require representative retrieval,exact_inputs.candidates.source_candidates and (representative_linker is None or representative_policy_factory is None),7,
diffuse-replay,diffuse_longmemeval_analysis.py,786,Delete/identity,recomputes a digest and compares to a stored one,delete (interior identity cross-check),representative policy factory identity changed during retrieval,"_callable_implementation_sha256(representative_policy_factory, 'representative_policy_factory') != representative_policy_factory_identity_sha256",7,
diffuse-replay,diffuse_longmemeval_analysis.py,793,InputValidation,type()/isinstance() check,keep in place (ordinary type/format validation),representative policy factory returned an invalid policy,"not isinstance(representative_policy, EpisodeRepresentativeRetrievalPolicy)",7,
diffuse-replay,diffuse_longmemeval_analysis.py,872,Delete/identity,compares stored digest fields,delete (interior identity cross-check),query read a different compiled snapshot,receipt.snapshot_sha256 != compilation.final_snapshot.snapshot_sha256,4,
diffuse-replay,diffuse_longmemeval_analysis.py,885,Delete/identity,compares stored digest fields,delete (interior identity cross-check),representative linker identity changed during retrieval,observed_linker_identity != representative_linker_identity_sha256,4,
diffuse-replay,diffuse_longmemeval_analysis.py,940,Delete/identity,compares stored digest fields,delete (interior identity cross-check),benchmark gold belongs to another retrieved corpus,blind.sample_id != retrieval_phase.sample_id or blind.corpus_sha256 != retrieval_phase.corpus_sha256,4,
diffuse-replay,diffuse_longmemeval_analysis.py,942,Test,message: ownership,move to pytest over the pure transformation,benchmark gold belongs to another deterministic ingest,blind.deterministic_turn_ids != retrieval_phase.deterministic_turn_ids,2,
diffuse-replay,diffuse_longmemeval_analysis.py,945,Test,len() arity comparison,move to pytest over the pure transformation,benchmark question IDs must be unique,len(questions_by_id) != len(sample.questions),2,
diffuse-replay,diffuse_longmemeval_analysis.py,949,Test,equality of two derived values,move to pytest over the pure transformation,benchmark gold does not cover the frozen probes,set(questions_by_id) != {item.probe.question_id for item in retrieval_phase.questions},4,
diffuse-replay,diffuse_longmemeval_analysis.py,954,Delete/identity,compares stored digest fields,delete (interior identity cross-check),benchmark question text changed after retrieval,_question_probe(question).probe_sha256 != frozen.probe.probe_sha256,2,
diffuse-replay,diffuse_longmemeval_analysis.py,995,InputValidation,presence test (no comparison),keep in place (ordinary type/format validation),diffuse analysis data_dir must not exist; use a fresh store path,store_path.exists(),4,
diffuse-replay,diffuse_longmemeval_analysis.py,1004,InputValidation,type()/isinstance() check,keep in place (ordinary type/format validation),condenser_factory must return a fresh MemoryCondenser,"not isinstance(condenser, MemoryCondenser)",5,
diffuse-replay,diffuse_longmemeval_replay.py,109,InputValidation,type()/isinstance() check,keep in place (ordinary type/format validation),verified-base provider requires exact owned inputs,type(self._verified) is not VerifiedDiffuseLongMemEvalBase or type(self._delegate) is not FrozenLegacyDiffuseInputProvider,4,
diffuse-replay,diffuse_longmemeval_replay.py,111,Delete/identity,cross-check between two stored payloads,delete (interior identity cross-check),verified-base provider delegate changed frozen inputs,self._delegate.inputs != self._verified.frozen_query_inputs,2,
diffuse-replay,diffuse_longmemeval_replay.py,138,Test,equality of two derived values,move to pytest over the pure transformation,verified-base provider identity changed,observed != expected,2,
diffuse-replay,diffuse_longmemeval_replay.py,149,InputValidation,type()/isinstance() check,keep in place (ordinary type/format validation),verified must be an exact shared-base bundle,type(verified) is not VerifiedDiffuseLongMemEvalBase,2,
diffuse-replay,diffuse_longmemeval_replay.py,155,Delete/identity,recomputes a digest and compares to a stored one,delete (interior identity cross-check),shared-base manifest bytes changed,file_sha256(verified.store_path / STORE_MANIFEST_NAME) != verified.store_manifest_sha256 or file_sha256(verified.query_inputs_path / QUERY_MANIFEST_NAME) != ver,6,
diffuse-replay,diffuse_longmemeval_replay.py,159,Delete/identity,recomputes a digest and compares to a stored one,delete (interior identity cross-check),shared-base frozen pointers changed,file_sha256(verified.query_inputs_path / FROZEN_QUERY_INPUTS_NAME) != verified.query_manifest.frozen_inputs_sha256,4,
diffuse-replay,diffuse_longmemeval_replay.py,209,Delete/identity,recomputes a digest and compares to a stored one,delete (interior identity cross-check),verified-base provider artifacts changed,file_sha256(self._verified.store_path / STORE_MANIFEST_NAME) != self.base_manifest_sha256 or file_sha256(self._verified.query_inputs_path / QUERY_MANIFEST_NAME),11,
diffuse-replay,diffuse_longmemeval_replay.py,219,InputValidation,type()/isinstance() check,keep in place (ordinary type/format validation),provider identity requires the exact owned facade,type(provider) is not VerifiedBaseLegacyDiffuseInputProvider,2,
diffuse-replay,diffuse_longmemeval_replay.py,227,Operational,raised from an except handler,keep in place (OS / TOCTOU / precondition),verified-base provider implementation identity changed,,1,
diffuse-replay,diffuse_longmemeval_replay.py,231,Test,equality of two derived values,move to pytest over the pure transformation,verified-base provider did not emit v2 identity,generation != 'operational-v2',2,
diffuse-replay,diffuse_longmemeval_replay.py,241,Test,equality of two derived values,move to pytest over the pure transformation,current provider identity is not exact v2,classify_provider_identity_body(current_v2) != 'operational-v2',2,
diffuse-replay,diffuse_longmemeval_replay.py,263,InputValidation,presence test (no comparison),keep in place (ordinary type/format validation),launcher must be a regular non-symlink file,not launcher.is_file() or launcher.is_symlink(),2,
diffuse-replay,diffuse_longmemeval_replay.py,273,Delete/receipt,message: receipt/certification bookkeeping,delete (receipt/certification bookkeeping),launcher git certification failed,root_result.returncode != 0,2,
diffuse-replay,diffuse_longmemeval_replay.py,285,Delete/receipt,message: receipt/certification bookkeeping,delete (receipt/certification bookkeeping),launcher git certification failed,result.returncode != 0,2,
diffuse-replay,diffuse_longmemeval_replay.py,291,Operational,raised from an except handler,keep in place (OS / TOCTOU / precondition),launcher is outside its git worktree,,1,
diffuse-replay,diffuse_longmemeval_replay.py,294,InputValidation,presence test (no comparison),keep in place (ordinary type/format validation),tracked worktree is not clean,"str(git('status', '--porcelain', '--untracked-files=no')).strip()",2,
diffuse-replay,diffuse_longmemeval_replay.py,298,Test,equality of two derived values,move to pytest over the pure transformation,launcher bytes differ from HEAD,committed != active,2,
diffuse-replay,diffuse_longmemeval_replay.py,308,InputValidation,type()/isinstance() check,keep in place (ordinary type/format validation),replay requires the exact owned execution binding,type(binding) is not DiffuseLongMemEvalExecutionBinding,2,
diffuse-replay,diffuse_longmemeval_replay.py,310,InputValidation,presence test (no comparison),keep in place (ordinary type/format validation),replay runtime binding is not certified,not binding.runtime_binding_certified,2,
diffuse-replay,diffuse_longmemeval_replay.py,312,InputValidation,message: type/format validation,keep in place (ordinary type/format validation),shared-base replay requires resident_bge_qwen,binding.runtime.residency_mode != 'resident_bge_qwen',2,
diffuse-replay,diffuse_longmemeval_replay.py,314,InputValidation,presence test (no comparison),keep in place (ordinary type/format validation),shared-base replay forbids legacy Qwen rerank/feedback before freezing,binding.config.retrieval.qwen_rerank or binding.config.retrieval.qwen_feedback,4,
diffuse-replay,diffuse_longmemeval_replay.py,338,InputValidation,message: type/format validation,keep in place (ordinary type/format validation),resident replay requires both BGE and Qwen on CUDA,embedding_device is None or qwen_device is None,2,
diffuse-replay,diffuse_longmemeval_replay.py,340,InputValidation,message: type/format validation,keep in place (ordinary type/format validation),resident replay requires BGE and Qwen on one CUDA device,embedding_device != qwen_device,2,
diffuse-replay,diffuse_longmemeval_replay.py,378,InputValidation,type()/isinstance() check,keep in place (ordinary type/format validation),treatment_identity must be exact,type(treatment_identity) is not DiffuseBaseTreatmentIdentity,2,
diffuse-replay,diffuse_longmemeval_replay.py,380,InputValidation,type()/isinstance() check,keep in place (ordinary type/format validation),reference_arm must be a diffuse arm,"not isinstance(reference_arm, DiffuseLongMemEvalArm)",2,
diffuse-replay,diffuse_longmemeval_replay.py,384,InputValidation,compares against a frozen module constant,keep in place (ordinary type/format validation),matched arm factory changed canonical order,tuple((item.arm_id for item in arms)) != REPLAY_MODES,2,
diffuse-replay,diffuse_longmemeval_replay.py,392,Test,equality of two derived values,move to pytest over the pure transformation,replay package and immutable cache must not overlap,target_resolved == cache_resolved or (target_resolved.is_relative_to(cache_resolved) or cache_resolved.is_relative_to(target_resolved)),5,
diffuse-replay,diffuse_longmemeval_replay.py,396,InputValidation,presence test (no comparison),keep in place (ordinary type/format validation),,target.exists(),2,
diffuse-replay,diffuse_longmemeval_replay.py,400,Behavioral,presence of a parent link (structural),KEEP in-path (recall guard: monotonic nesting),certified launcher forbids caller-supplied code digests,launcher_path is not None and (implementation_digest is not None or environment_digest is not None),4,
diffuse-replay,diffuse_longmemeval_replay.py,430,Delete/identity,compares stored digest fields,delete (interior identity cross-check),runtime binding identity changed after model load,binding.binding_sha256 != runtime_binding_sha256,2,
diffuse-replay,diffuse_longmemeval_replay.py,456,Test,equality of two derived values,move to pytest over the pure transformation,shared-base replay unexpectedly loaded a reranker,qwen.reranker is not None,4,
diffuse-replay,diffuse_longmemeval_replay.py,483,Operational,raised from an except handler,keep in place (OS / TOCTOU / precondition),<re-raise>,,1,
diffuse-replay,diffuse_longmemeval_replay.py,507,Operational,raised from an except handler,keep in place (OS / TOCTOU / precondition),<re-raise>,,1,
diffuse-replay,diffuse_longmemeval_replay.py,514,Delete/identity,compares stored digest fields,delete (interior identity cross-check),runtime binding changed during replay,binding.binding_sha256 != runtime_binding_sha256 or not binding.runtime_binding_certified,4,
diffuse-replay,diffuse_longmemeval_replay.py,624,Operational,raised from an except handler,keep in place (OS / TOCTOU / precondition),<re-raise>,,1,
diffuse-replay,diffuse_longmemeval_replay.py,661,Test,equality of two derived values,move to pytest over the pure transformation,verified-base provider implementation identity changed,receipt.verified_base_provider_identity != expected_provider_identity,4,
